web-scraper-order,web-scraper-start-url,link,link-href
"1675667643-196","https://www.zhihu.com/search?type=content&q=ChatGPT","初步了解ChatGPT","https://zhuanlan.zhihu.com/p/603826429"
"1675667643-197","https://www.zhihu.com/search?type=content&q=ChatGPT","Google LaMDA 和 OpenAI ChatGPT 哪个更强大？","https://www.zhihu.com/question/570342538/answer/2786688375"
"1675667643-198","https://www.zhihu.com/search?type=content&q=ChatGPT","为什么ChatGPT能轻而易举地回答计算机问题，但面对生化环材等自然科学的问题却一派胡言？","https://www.zhihu.com/question/571463360/answer/2797373697"
"1675667643-199","https://www.zhihu.com/search?type=content&q=ChatGPT","2022年度小结：科研、ChatGPT与疫情","https://zhuanlan.zhihu.com/p/594107879"
"1675667643-200","https://www.zhihu.com/search?type=content&q=ChatGPT","图灵奖得主LeCun评ChatGPT不算创新，被网友骂柠檬精","https://zhuanlan.zhihu.com/p/600880661"
"1675667643-201","https://www.zhihu.com/search?type=content&q=ChatGPT","颠覆蛋白设计，生物界的ChatGPT要来了？","https://zhuanlan.zhihu.com/p/601463450"
"1675667643-202","https://www.zhihu.com/search?type=content&q=ChatGPT","chatgpt横空出世引发的一些思考","https://zhuanlan.zhihu.com/p/600657790"
"1675667643-203","https://www.zhihu.com/search?type=content&q=ChatGPT","ChatGPT发展多久才能拥有你的水平？","https://www.zhihu.com/question/582421050/answer/2879008854"
"1675667643-204","https://www.zhihu.com/search?type=content&q=ChatGPT","ChatGPT 5天用户破百万，却突遭Stack Overflow封禁","https://zhuanlan.zhihu.com/p/589713538"
"1675667643-205","https://www.zhihu.com/search?type=content&q=ChatGPT","再论chatgpt-不温柔的《her》","https://zhuanlan.zhihu.com/p/603794401"
"1675667643-206","https://www.zhihu.com/search?type=content&q=ChatGPT","ChatGPT能否引发第五次科技革命？它在你的领域带来了哪些颠覆性的变化？","https://www.zhihu.com/question/581952618/answer/2874144893"
"1675667643-207","https://www.zhihu.com/search?type=content&q=ChatGPT","ChatGPT在金融行业如何取代你的岗位","https://zhuanlan.zhihu.com/p/603590345"
"1675667643-208","https://www.zhihu.com/search?type=content&q=ChatGPT","FRL | ChatGPT 用于（金融）研究：Bananarama猜想","https://zhuanlan.zhihu.com/p/601790462"
"1675667643-209","https://www.zhihu.com/search?type=content&q=ChatGPT","对标ChatGPT，新聊天机器人Claude来了","https://zhuanlan.zhihu.com/p/603288093"
"1675667643-210","https://www.zhihu.com/search?type=content&q=ChatGPT","国内首个 ChatGPT 检测器发布，它是如何区别人类与 AI 的？我们还能做什么？","https://www.zhihu.com/question/578268304/answer/2852902927"
"1675667643-211","https://www.zhihu.com/search?type=content&q=ChatGPT","ChatGPT is not all you need，一文综述6大公司9类生成式AI模型","https://zhuanlan.zhihu.com/p/602251666"
